<<<<<<< HEAD
﻿Log file open, 04/25/17 19:02:14
LogPluginManager: Loaded Plugin ExampleDeviceProfileSelector, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/ExampleDeviceProfileSelector/ExampleDeviceProfileSelector.uplugin
LogPluginManager: Loaded Plugin GearVR, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/GearVR/GearVR.uplugin
LogPluginManager: Loaded Plugin GoogleVRController, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/GoogleVR/GoogleVRController/GoogleVRController.uplugin
LogPluginManager: Loaded Plugin GoogleVRHMD, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/GoogleVR/GoogleVRHMD/GoogleVRHMD.uplugin
LogPluginManager: Loaded Plugin IOSDeviceProfileSelector, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/IOSDeviceProfileSelector/IOSDeviceProfileSelector.uplugin
LogPluginManager: Loaded Plugin LeapMotion, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/LeapMotion/LeapMotion.uplugin
LogPluginManager: Loaded Plugin LinuxDeviceProfileSelector, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/LinuxDeviceProfileSelector/LinuxDeviceProfileSelector.uplugin
LogPluginManager: Loaded Plugin MIDIDevice, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/MIDIDevice/MIDIDevice.uplugin
LogPluginManager: Loaded Plugin MobilePatchingUtils, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/MobilePatchingUtils/MobilePatchingUtils.uplugin
LogPluginManager: Loaded Plugin Ansel, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/Nvidia/Ansel/Ansel.uplugin
LogPluginManager: Loaded Plugin OculusAudio, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/OculusAudio/OculusAudio.uplugin
LogPluginManager: Loaded Plugin OculusInput, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/OculusInput/OculusInput.uplugin
LogPluginManager: Loaded Plugin OculusLibrary, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/OculusLibrary/OculusLibrary.uplugin
LogPluginManager: Loaded Plugin OculusRift, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/OculusRift/OculusRift.uplugin
LogPluginManager: Loaded Plugin Oodle, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/PacketHandlers/CompressionComponents/Oodle/Oodle.uplugin
LogPluginManager: Loaded Plugin ProceduralMeshComponent, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/ProceduralMeshComponent/ProceduralMeshComponent.uplugin
LogPluginManager: Loaded Plugin SoundMod, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/SoundMod/SoundMod.uplugin
LogPluginManager: Loaded Plugin SoundVisualizations, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/SoundVisualizations/SoundVisualizations.uplugin
LogPluginManager: Loaded Plugin SteamController, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/Steam/SteamController/SteamController.uplugin
LogPluginManager: Loaded Plugin SteamVR, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/Steam/SteamVR/SteamVR.uplugin
LogPluginManager: Loaded Plugin WebBrowserWidget, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/WebBrowserWidget/WebBrowserWidget.uplugin
LogPluginManager: Loaded Plugin WindowsDeviceProfileSelector, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/WindowsDeviceProfileSelector/WindowsDeviceProfileSelector.uplugin
LogPluginManager: Loaded Plugin WindowsMoviePlayer, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Runtime/WindowsMoviePlayer/WindowsMoviePlayer.uplugin
LogPluginManager: Loaded Plugin ScriptPlugin, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/ScriptPlugin/ScriptPlugin.uplugin
LogPluginManager: Loaded Plugin SlateRemote, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Slate/SlateRemote/SlateRemote.uplugin
LogPluginManager: Loaded Plugin EditorTests, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Tests/EditorTests/EditorTests.uplugin
LogPluginManager: Loaded Plugin FbxAutomationTestBuilder, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Tests/FbxAutomationTestBuilder/FbxAutomationTestBuilder.uplugin
LogPluginManager: Loaded Plugin FunctionalTestingEditor, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Tests/FunctionalTestingEditor/FunctionalTestingEditor.uplugin
LogPluginManager: Loaded Plugin RuntimeTests, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Tests/RuntimeTests/RuntimeTests.uplugin
LogPluginManager: Loaded Plugin ScreenshotTools, From C:/Program Files (x86)/Epic Games/4.14/Engine/Plugins/Tests/ScreenshotTools/ScreenshotTools.uplugin
>>>>>>> master
LogInit: Using libcurl 7.47.1
LogInit:  - built for x86_64-pc-win32
LogInit:  - supports SSL with OpenSSL/1.0.2g
LogInit:  - supports HTTP deflate (compression) using libz 1.2.8
LogInit:  - other features:
LogInit:      CURL_VERSION_SSL
LogInit:      CURL_VERSION_LIBZ
LogInit:      CURL_VERSION_IPV6
LogInit:      CURL_VERSION_ASYNCHDNS
LogInit:      CURL_VERSION_LARGEFILE
LogInit:      CURL_VERSION_IDN
LogInit:  CurlRequestOptions (configurable via config and command line):
LogInit:  - bVerifyPeer = false  - Libcurl will NOT verify peer certificate
LogInit:  - bUseHttpProxy = false  - Libcurl will NOT use HTTP proxy
LogInit:  - bDontReuseConnections = false  - Libcurl will reuse connections
LogInit:  - CertBundlePath = nullptr  - Libcurl will use whatever was configured at build time.
LogInit: Build: ++UE4+Release-4.14-CL-3249277
LogInit: Engine Version: 4.14.3-3249277+++UE4+Release-4.14
LogInit: Compatible Engine Version: 4.14.0-3195953+++UE4+Release-4.14
LogInit: Net CL: 3195953
LogDevObjectVersion: Number of dev versions registered: 13
LogDevObjectVersion:   Dev-Blueprints (B0D832E4-1F89-4F0D-ACCF-7EB736FD4AA2): 7
LogDevObjectVersion:   Dev-Build (E1C64328-A22C-4D53-A36C-8E866417BD8C): 0
LogDevObjectVersion:   Dev-Core (375EC13C-06E4-48FB-B500-84F0262A717E): 1
LogDevObjectVersion:   Dev-Editor (E4B068ED-F494-42E9-A231-DA0B2E46BB41): 8
LogDevObjectVersion:   Dev-Framework (CFFC743F-43B0-4480-9391-14DF171D2073): 17
LogDevObjectVersion:   Dev-Mobile (B02B49B5-BB20-44E9-A304-32B752E40360): 0
LogDevObjectVersion:   Dev-Networking (A4E4105C-59A1-49B5-A7C5-40C4547EDFEE): 0
LogDevObjectVersion:   Dev-Online (39C831C9-5AE6-47DC-9A44-9C173E1C8E7C): 0
LogDevObjectVersion:   Dev-Physics (78F01B33-EBEA-4F98-B9B4-84EACCB95AA2): 0
LogDevObjectVersion:   Dev-Platform (6631380F-2D4D-43E0-8009-CF276956A95A): 0
LogDevObjectVersion:   Dev-Rendering (12F88B9F-8875-4AFC-A67C-D90C383ABD29): 12
LogDevObjectVersion:   Dev-Sequencer (7B5AE74C-D270-4C10-A958-57980B212A5A): 1
LogDevObjectVersion:   Dev-VR (D7296918-1DD6-4BDD-9DE2-64A83CC13884): 0
LogInit: Compiled (64-bit): Jan  6 2017 10:49:43
LogInit: Compiled with Visual C++: 19.00.23026.00
LogInit: Build Configuration: Development
LogInit: Branch Name: ++UE4+Release-4.14
<<<<<<< HEAD
LogInit: Command line: -EpicPortal 
LogInit: Base directory: E:/2016 Install/UE_4.14/Engine/Binaries/Win64/
LogInit: Installed Engine Build: 1
LogInit: Presizing for max 8388607 objects, including 0 objects not considered by GC, pre-allocating 0 bytes for permanent pool.
LogInit: Object subsystem initialized
[2017.04.26-00.02.15:270][  0]LogInit: Selected Device Profile: [Windows]
[2017.04.26-00.02.15:270][  0]LogInit: Applying CVar settings loaded from the selected device profile: [Windows]
[2017.04.26-00.02.15:318][  0]LogInit: Computer: NIARAII
[2017.04.26-00.02.15:318][  0]LogInit: User: Jonathan
[2017.04.26-00.02.15:318][  0]LogInit: CPU Page size=65536, Cores=2
[2017.04.26-00.02.15:318][  0]LogInit: High frequency timer resolution =3.025634 MHz
[2017.04.26-00.02.15:320][  0]LogMemory: Memory total: Physical=7.9GB (8GB approx)
[2017.04.26-00.02.15:320][  0]LogMemory: Platform Memory Stats for Windows
[2017.04.26-00.02.15:320][  0]LogMemory: Process Physical Memory: 264.82 MB used, 264.82 MB peak
[2017.04.26-00.02.15:320][  0]LogMemory: Process Virtual Memory: 264.93 MB used, 264.93 MB peak
[2017.04.26-00.02.15:320][  0]LogMemory: Physical Memory: 5678.31 MB used,  2448.85 MB free, 8127.16 MB total
[2017.04.26-00.02.15:320][  0]LogMemory: Virtual Memory: 675.91 MB used,  2448.85 MB free, 8388608.00 MB total
[2017.04.26-00.02.15:355][  0]LogTextLocalizationManager: No specific translations for ('en-US') exist, so ('en') translations will be used.
[2017.04.26-00.02.16:074][  0]LogD3D11RHI: D3D11 adapters:
[2017.04.26-00.02.16:084][  0]LogD3D11RHI:    0. 'AMD Radeon R7 200 Series' (Feature Level 11_0)
[2017.04.26-00.02.16:084][  0]LogD3D11RHI:       2026/0/3807 MB DedicatedVideo/DedicatedSystem/SharedSystem, Outputs:2, VendorId:0x1002
[2017.04.26-00.02.16:084][  0]LogD3D11RHI: Chosen D3D11 Adapter: 0
[2017.04.26-00.02.16:088][  0]LogD3D11RHI: Creating new Direct3DDevice
[2017.04.26-00.02.16:088][  0]LogD3D11RHI:     GPU DeviceId: 0x683d (for the marketing name, search the web for "GPU Device Id")
[2017.04.26-00.02.16:088][  0]LogWindows: EnumDisplayDevices:
[2017.04.26-00.02.16:088][  0]LogWindows:    0. 'AMD Radeon R7 200 Series' (P:0 D:1)
[2017.04.26-00.02.16:088][  0]LogWindows:    1. 'AMD Radeon R7 200 Series' (P:1 D:1)
[2017.04.26-00.02.16:089][  0]LogWindows:    2. 'AMD Radeon R7 200 Series' (P:0 D:0)
[2017.04.26-00.02.16:089][  0]LogWindows:    3. 'AMD Radeon R7 200 Series' (P:0 D:0)
[2017.04.26-00.02.16:089][  0]LogWindows:    4. 'AMD Radeon R7 200 Series' (P:0 D:0)
[2017.04.26-00.02.16:089][  0]LogWindows:    5. 'AMD Radeon R7 200 Series' (P:0 D:0)
[2017.04.26-00.02.16:089][  0]LogWindows:    6. 'RDPDD Chained DD' (P:0 D:0)
[2017.04.26-00.02.16:089][  0]LogWindows:    7. 'RDP Encoder Mirror Driver' (P:0 D:0)
[2017.04.26-00.02.16:089][  0]LogWindows:    8. 'RDP Reflector Display Driver' (P:0 D:0)
[2017.04.26-00.02.16:090][  0]LogWindows: DebugString: GetVideoDriverDetailsInvalid PrimaryIsNotTheChoosenAdapter GetVideoDriverDetailsInvalid PrimaryIsNotTheChoosenAdapter GetVideoDriverDetailsInvalid PrimaryIsNotTheChoosenAdapter FoundDriverCount:6 
[2017.04.26-00.02.16:090][  0]LogD3D11RHI:     Adapter Name: AMD Radeon R7 200 Series
[2017.04.26-00.02.16:090][  0]LogD3D11RHI:   Driver Version: Crimson ReLive 17.2.1 (internal:21.19.519.2, unified:21.19.519.2)
[2017.04.26-00.02.16:090][  0]LogD3D11RHI:      Driver Date: 2-10-2017
[2017.04.26-00.02.16:090][  0]LogRHI: Texture pool is 1361 MB (70% of 1945 MB)
[2017.04.26-00.02.16:097][  0]LogD3D11RHI: Async texture creation enabled
[2017.04.26-00.02.16:106][  0]LogD3D11RHI: GPU Timing Frequency: 27.000000 (Debug: 2 1)
[2017.04.26-00.02.16:106][  0]LogShaderCompilers: Guid format shader working directory is 15 characters bigger than the processId version (../../../../../Zombie_TowerDefense/Intermediate/Shaders/WorkingDirectory/4568/).
[2017.04.26-00.02.16:106][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Jonathan/AppData/Local/Temp/UnrealShaderWorkingDir/B92391544B16B9239BDC57BF14E39BD3/'.
[2017.04.26-00.02.16:106][  0]LogShaderCompilers:Display: Using Local Shader Compiler.
[2017.04.26-00.02.17:305][  0]LogTemp:Display: Loaded TP AllDesktopTargetPlatform
[2017.04.26-00.02.17:364][  0]LogTemp:Display: Loaded TP MacClientTargetPlatform
[2017.04.26-00.02.17:421][  0]LogTemp:Display: Loaded TP MacNoEditorTargetPlatform
[2017.04.26-00.02.17:475][  0]LogTemp:Display: Loaded TP MacServerTargetPlatform
[2017.04.26-00.02.17:524][  0]LogTemp:Display: Loaded TP MacTargetPlatform
[2017.04.26-00.02.17:581][  0]LogTemp:Display: Loaded TP WindowsClientTargetPlatform
[2017.04.26-00.02.17:637][  0]LogTemp:Display: Loaded TP WindowsNoEditorTargetPlatform
[2017.04.26-00.02.17:689][  0]LogTemp:Display: Loaded TP WindowsServerTargetPlatform
[2017.04.26-00.02.17:731][  0]LogTemp:Display: Loaded TP WindowsTargetPlatform
[2017.04.26-00.02.17:794][  0]LogTemp:Display: Loaded TP AndroidTargetPlatform
[2017.04.26-00.02.17:850][  0]LogTemp:Display: Loaded TP Android_ASTCTargetPlatform
[2017.04.26-00.02.17:896][  0]LogTemp:Display: Loaded TP Android_ATCTargetPlatform
[2017.04.26-00.02.17:945][  0]LogTemp:Display: Loaded TP Android_DXTTargetPlatform
[2017.04.26-00.02.17:994][  0]LogTemp:Display: Loaded TP Android_ETC1TargetPlatform
[2017.04.26-00.02.18:044][  0]LogTemp:Display: Loaded TP Android_ETC2TargetPlatform
[2017.04.26-00.02.18:143][  0]LogTemp:Display: Loaded TP Android_MultiTargetPlatform
[2017.04.26-00.02.18:143][  0]LogTemp:Display: Loaded TP Android_PVRTCTargetPlatform
[2017.04.26-00.02.18:174][  0]LogTemp:Display: Loaded TP HTML5TargetPlatform
[2017.04.26-00.02.18:298][  0]LogTemp:Display: Loaded TP IOSTargetPlatform
[2017.04.26-00.02.18:353][  0]LogTemp:Display: Loaded TP TVOSTargetPlatform
[2017.04.26-00.02.18:406][  0]LogTemp:Display: Loaded TP LinuxClientTargetPlatform
[2017.04.26-00.02.18:454][  0]LogTemp:Display: Loaded TP LinuxNoEditorTargetPlatform
[2017.04.26-00.02.18:502][  0]LogTemp:Display: Loaded TP LinuxServerTargetPlatform
[2017.04.26-00.02.18:548][  0]LogTemp:Display: Loaded TP LinuxTargetPlatform
[2017.04.26-00.02.18:548][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2017.04.26-00.02.18:809][  0]LogDerivedDataCache:Display: Max Cache Size: 512 MB
[2017.04.26-00.02.18:860][  0]LogDerivedDataCache: Loaded boot cache 0.05s 50MB C:/Users/Jonathan/AppData/Local/UnrealEngine/4.14/DerivedDataCache/Boot.ddc.
[2017.04.26-00.02.18:861][  0]LogDerivedDataCache:Display: Loaded Boot cache: C:/Users/Jonathan/AppData/Local/UnrealEngine/4.14/DerivedDataCache/Boot.ddc
[2017.04.26-00.02.18:861][  0]LogDerivedDataCache: FDerivedDataBackendGraph:  Pak pak cache file ../../../../../Zombie_TowerDefense/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2017.04.26-00.02.18:861][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchical cache Hierarchy.
[2017.04.26-00.02.18:861][  0]LogDerivedDataCache: FDerivedDataBackendGraph:  CompressedPak pak cache file ../../../../../Zombie_TowerDefense/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2017.04.26-00.02.18:861][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchical cache Hierarchy.
[2017.04.26-00.02.18:881][  0]LogDerivedDataCache:Display: Pak cache opened for reading ../../../Engine/DerivedDataCache/Compressed.ddp.
[2017.04.26-00.02.18:891][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Jonathan/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2017.04.26-00.02.19:088][  0]LogInit: Selected Device Profile: [Windows]
[2017.04.26-00.02.19:092][  0]LogContentStreaming: Texture pool size is 0.00 MB
[2017.04.26-00.02.19:281][  0]LogMeshUtilities: Using QuadricMeshReduction for automatic static mesh reduction
[2017.04.26-00.02.19:313][  0]LogSimplygon: Simplygon DLL not present - disabling.
[2017.04.26-00.02.19:347][  0]LogMeshUtilities: Using SimplygonSwarm for distributed automatic mesh merging
[2017.04.26-00.02.19:347][  0]LogMeshUtilities: No automatic skeletal mesh reduction module available
[2017.04.26-00.02.19:347][  0]LogMeshUtilities: No automatic mesh merging module available
[2017.04.26-00.02.19:854][  0]LogNetVersion: GetLocalNetworkVersion: CL: 3195953, ProjectName: zombie_tower_defense, ProjectVersion: , EngineNetworkVersion: 2, GameNetworkVersion: 0, NetworkChecksum: 2528811943
[2017.04.26-00.02.19:905][  0]LogAssetRegistry: FAssetRegistry took 0.0241 seconds to start up
[2017.04.26-00.02.20:048][  0]LogPackageLocalizationCache: Processed 3 localized package path(s) for 2 prioritized culture(s) in 0.128788 seconds
[2017.04.26-00.02.20:054][  0]LogUObjectArray: 31946 objects as part of root set at end of initial load.
[2017.04.26-00.02.20:054][  0]LogUObjectAllocator: 6935848 out of 0 bytes used by permanent object pool.
[2017.04.26-00.02.20:054][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2017.04.26-00.02.20:099][  0]LogInit: WinSock: version 1.1 (2.2), MaxSocks=32767, MaxUdp=65467
[2017.04.26-00.02.20:622][  0]LogSlate: Using Freetype 2.6.0
[2017.04.26-00.02.20:622][  0]LogSlate: SlateFontCache - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2017.04.26-00.02.20:622][  0]LogSlate: SlateFontCache - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2017.04.26-00.02.21:358][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2017.04.26-00.02.21:385][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2017.04.26-00.02.21:668][  0]LogMaterial: Uniform references updated for custom material expression Custom.
[2017.04.26-00.02.21:967][  0]SourceControl: Info Source control is disabled
[2017.04.26-00.02.21:967][  0]SourceControl: Info Source control is disabled
[2017.04.26-00.02.22:001][  0]SourceControl: Info Source control is disabled
[2017.04.26-00.02.22:032][  0]SourceControl: Info Source control is disabled
[2017.04.26-00.02.22:986][  0]LogEngine: Initializing Engine...
[2017.04.26-00.02.22:986][  0]LogHMD: Failed to initialize OpenVR with code 110
[2017.04.26-00.02.23:337][  0]LogAIModule: Creating AISystem for world Untitled
[2017.04.26-00.02.23:350][  0]LogInit: XAudio2 using 'Speakers (Realtek High Definition Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2017.04.26-00.02.23:359][  0]LogInit: FAudioDevice initialized.
[2017.04.26-00.02.23:384][  0]LogDerivedDataCache: Saved boot cache 0.03s 50MB C:/Users/Jonathan/AppData/Local/UnrealEngine/4.14/DerivedDataCache/Boot.ddc.
[2017.04.26-00.02.23:390][  0]LogInit: Texture streaming: Enabled
[2017.04.26-00.02.23:524][  0]LogInit: Transaction tracking system initialized
[2017.04.26-00.02.23:770][  0]BlueprintLog: New page: Editor Load
[2017.04.26-00.02.24:413][  0]LocalizationService: Info Localization service is disabled
[2017.04.26-00.02.24:880][  0]LogConsoleResponse:Display: 
[2017.04.26-00.02.25:050][  0]LogCook:Display: Max memory allowance for cook 16384mb min free memory 0mb
[2017.04.26-00.02.25:050][  0]LogCook:Display: Mobile HDR setting 1
[2017.04.26-00.02.25:735][  0]LogFileCache: Scanning file cache for directory 'E:/Zombie_TowerDefense/Content/' took 0.02s
[2017.04.26-00.02.25:735][  0]SourceControl: Info Source control is disabled
[2017.04.26-00.02.25:736][  0]Cmd: MAP LOAD FILE="../../../../../Zombie_TowerDefense/Content/ZTD_Blueprint/Maps/Menu_Main.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2017.04.26-00.02.25:736][  0]LightingResults: New page: Lighting Build
[2017.04.26-00.02.25:765][  0]MapCheck: New page: Map Check
[2017.04.26-00.02.25:765][  0]LightingResults: New page: Lighting Build
[2017.04.26-00.02.28:688][  0]LogAIModule: Creating AISystem for world Menu_Main
[2017.04.26-00.02.28:689][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2017.04.26-00.02.28:690][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2017.04.26-00.02.28:729][  0]MapCheck: Info Map check complete: 0 Error(s), 0 Warning(s), took 38.9ms to complete.
[2017.04.26-00.02.28:729][  0]LogFileHelpers: Loading map 'Menu_Main' took 2.993
[2017.04.26-00.02.29:270][  0]LogCollectionManager: Loaded 0 collections in 0.001613 seconds
[2017.04.26-00.02.29:394][  0]LogFileCache: Scanning file cache for directory 'E:/Zombie_TowerDefense/Saved/Collections/' took 0.01s
[2017.04.26-00.02.29:394][  0]LogFileCache: Scanning file cache for directory 'E:/Zombie_TowerDefense/Content/Developers/Jonathan/Collections/' took 0.01s
[2017.04.26-00.02.29:394][  0]LogFileCache: Scanning file cache for directory 'E:/Zombie_TowerDefense/Content/Collections/' took 0.00s
[2017.04.26-00.02.29:394][  0]LogCollectionManager: Rebuilt the GUID cache for 0 collections in 0.000001 seconds
